Category,Message,spam
ham,iâ look frying pan case itâ cheap book perhaps thatâ silly frying pan isnâ likely book,0
ham,well uv cause mutation sunscreen like essential thesedays,0
ham,lunch online,0
ham,know friend already told,0
ham,hi princess thank pic pretty,0
ham,aiyo u always c ex one dunno abt mei reply first time u reply fast lucky workin huh got bao ur sugardad ah gee,0
ham,hi msg office,0
ham,thanx 4 e brownie v nice,0
ham,geeeee love much barely stand,0
ham,fuck babe miss already know let send money towards net need want crave,0
ham,ill call u 2mrw ninish address icky american freek wont stop callin 2 bad jen k eh,0
ham,oooh bed ridden ey thinking,0
ham,anyways go gym whatever love smile hope ok good day babe miss much already,0
ham,love daddy make scream pleasure going slap as dick,0
ham,wot u wanna missy,0
ham,yar lor wait 4 mum 2 finish sch lunch lor whole morning stay home clean room room quite clean hee,0
ham,know lab goggles went,0
ham,open door,0
ham,waiting call,0
ham,nope waiting sch 4 daddy,0
spam,1 000 cash 2 000 prize claim call09050000327,1
ham,tired arguing week week want,0
ham,ã wait 4 sch finish ard 5,0
spam,mobile number â 5000 claim call u back ring claim hot line 09050005321,1
ham,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dancing frnt snake amp sayin bite bite,0
ham,huh early ã¼ dinner outside izzit,0
ham,ok anyway need change said,0
spam,tried contact reply offer 750 min 150 textand new video phone call 08002988890 reply free delivery tomorrow,1
ham,ex wife able kid want kid one day,0
ham,scotland hope showing jjc tendency take care live dream,0
ham,tell u headache want use 1 hour sick time,0
ham,dun thk quit yet hmmm go jazz yogasana oso go meet em lesson den,0
ham,pete please ring meive hardly gotany credit,0
ham,ya srsly better yi tho,0
ham,meeting call later,0
spam,ur chance win â 250 wkly shopping spree txt shop 80878 c www txt 2 shop com custcare 08715705022 1x150p wk,1
spam,specially selected receive 2000 pound award call 08712402050 line close cost 10ppm 16 c apply ag promo,1
spam,private 2003 account statement 07753741225 show 800 un redeemed point call 08715203677 identifier code 42478 expires 24 10 04,1
ham,still grand prix,0
ham,met stranger choose friend long world stand friendship never end let friend forever gud nitz,0
ham,great,0
ham,gud mrng dear nice day,0
spam,important customer service announcement call freephone 0800 542 0825,1
ham,exhausted train morning much wine pie sleep well,0
ham,going buy mum present ar,0
ham,mind blastin tsunami occur rajnikant stopped swimming indian ocean,0
ham,u sending home first ok lor ready yet,0
ham,speaking cash yet,0
ham,happy come noon,0
ham,meet lunch la,0
ham,take care n get well soon,0
spam,xclusive clubsaisai 2morow 28 5 soiree speciale zouk nichols paris free rose 2 lady info 07946746291 07880867867,1
ham,meant say cant wait see u getting bored bridgwater banter,0
ham,neva mind ok,0
ham,fine imma get drink somethin want come find,0
spam,22 day kick euro2004 u kept date latest news result daily removed send get txt stop 83222,1
ham,valentine game send dis msg ur friend 5 answer r someone really love u ques colour suit best rply,0
ham,many dependent,0
ham,thanx4 today cer nice 2 catch ave 2 find time often oh well take care c u soon c,0
ham,called said choose future,0
ham,happy valentine day know early hundred handsomes beauty wish thought finish aunty uncle 1st,0
ham,like v shock leh co telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor,0
ham,family happiness,0
ham,come n pick ã¼ come immediately aft ur lesson,0
ham,let snow let snow kind weather brings ppl together friendship grow,0
ham,dear got lt gt dollar hi hi,0
ham,good word word may leave u dismay many time,0
ham,make sure alex know birthday fifteen minute far concerned,0
ham,sorry got thing may pub later,0
ham,nah straight bring bud drink something actually little useful straight cash,0
ham,haha good hear officially paid market 8th,0
ham,many lick take get center tootsie pop,0
ham,yup thk r e teacher said make face look longer darren ask 2 cut short,0
spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddy com txt one name 89693,1
spam,today vodafone number ending 4882 selected receive â 350 award number match call 09064019014 receive â 350 award,1
ham,please dont say like hi hi hi,0
ham,thank u,0
ham,oh forwarded message thought send,0
ham,got seventeen pound seven hundred ml â hope ok,0
spam,dear voucher holder 2 claim week offer pc go http www e tlp co uk expressoffer t c apply 2 stop text txt stop 80062,1
ham,n funny,0
ham,sweetheart hope kind day one load reason smile biola,0
ham,ã¼ login dat time dad fetching ã¼ home,0
ham,shower baby,0
ham,askd u question hour answer,0
ham,well imma definitely need restock thanksgiving let know,0
ham,said kiss kiss sound effect gorgeous man kind person need smile brighten day,0
ham,probably gonna swing wee bit,0
ham,ya nice ready thursday,0
ham,allo braved bus taken train triumphed mean weâ bâ ham jolly good rest week,0
ham,watching cartoon listening music amp eve go temple amp church u,0
ham,mind ask happened dont say uncomfortable,0
spam,private 2003 account statement show 800 un redeemed point call 08715203694 identifier code 40533 expires 31 10 04,1
ham,prob send email,0
spam,1 000 cash 2 000 prize claim call09050000327 c rstm sw7 3ss 150ppm,1
ham,thats cool sometimes slow gentle sonetimes rough hard,0
ham,gonna say sorry would normal starting panic time sorry seeing tuesday,0
ham,wait know wesley town bet hella drug,0
ham,fine miss much,0
ham,tell drug dealer getting impatient,0
ham,sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,0
ham,doesnt make sense take unless free need know wikipedia com,0
spam,88800 89034 premium phone service call 08718711108,1
ham,sea lay rock rock envelope envelope paper paper 3 word,0
ham,mum repent,0
ham,sorry going home first daddy come fetch ã¼ later,0
ham,leave de start prepare next,0
ham,yes baby study position kama sutra,0
ham,en chikku nange bakra msg kalstiya tea coffee,0
ham,carlos minute still need buy,0
ham,pay lt decimal gt lakh,0
ham,good evening ttyl,0
ham,u receive msg,0
ham,ho ho big belly laugh see ya tomo,0
spam,sm ac sun0819 post hello seem cool wanted say hi hi stop send stop 62468,1
spam,get ur 1st ringtone free reply msg tone gr8 top 20 tone phone every week â 1 50 per wk 2 opt send stop 08452810071 16,1
ham,ditto worry saying anything anymore like said last night whatever want peace,0
ham,got lt gt way could pick,0
ham,dont knw pa drink milk,0
ham,maybe say hi find got card great escape wetherspoons,0
ham,piggy r u awake bet u still sleeping going 4 lunch,0
ham,cause freaky lol,0
ham,missed call cause yelling scrappy miss u wait u come home lonely today,0
ham,hex place talk explain,0
ham,ã log 4 wat sdryb8i,0
ham,xy going 4 e lunch,0
spam,hi sue 20 year old work lapdancer love sex text live bedroom text sue 89555 textoperator g2 1da 150ppmsg 18,1
ham,wanted ask ã¼ wait 4 finish lect co lect finish hour anyway,0
ham,finished work yet,0
ham,every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni8,0
ham,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged an holiday,0
ham,thanks love torch bold,0
spam,forwarded 448712404000 please call 08712404000 immediately urgent message waiting,1
ham,farm open,0
ham,sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx,0
ham,sister law hope great month saying hey abiola,0
ham,purchase stuff today mail po box number,0
ham,ah poop look like ill prob send laptop get fixed cuz gpu problem,0
ham,good good job like entrepreneur,0
ham,aight close still around alex place,0
ham,meet corporation st outside gap â see mind working,0
ham,mum ask ã¼ buy food home,0
ham,k u also dont msg reply msg,0
ham,much r ã¼ willing pay,0
ham,important prevent dehydration giving enough fluid,0
ham,thats bit weird even supposed happening good idea sure pub,0
ham,true dear sat pray evening felt sm time,0
ham,think get away trek long family town sorry,0
ham,wanna gym harri,0
ham,quite late lar ard 12 anyway wun b drivin,0
spam,review keep fantastic nokia n gage game deck club nokia go 2 www cnupdates com newsletter unsubscribe alert reply word,1
spam,4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt c,1
ham,height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move said made student wont even start datz confidence,0
ham,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke,0
spam,08714712388 10am 7pm cost 10p,1
ham,save stress person dorm account send account detail money sent,0
ham,also know lunch menu da know,0
ham,stuff sell tell,0
ham,book lesson msg call work sth going get spec membership px3748,0
spam,guaranteed â 1000 cash â 2000 prize claim yr prize call customer service representative 08714712394 10am 7pm,1
ham,macha dont feel upset assume mindset believe one evening wonderful plan u let life begin call anytime,0
ham,oh send address,0
ham,fine anytime best,0
ham,wondar full flim,0
ham,ya even cooky jelly,0
ham,world running still maybe feeling admit mad correction let call life keep running world may u r also running let run,0
ham,got look scrumptious daddy want eat night long,0
ham,co lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today,0
ham,alright omw gotta change order half8th,0
ham,exactly anyways far jide study visiting,0
ham,dunno u ask,0
spam,email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen email call 123,1
ham,spring coming early yay,0
ham,lol feel bad use money take steak dinner,0
ham,even u dont get trouble convincing tel twice tel neglect msg dont c read dont reply,0
ham,leaving qatar tonite search opportunity went fast pls add ur prayer dear rakhesh,0
ham,one talking,0
ham,thanks looking really appreciate,0
spam,hi customer loyalty offer new nokia6650 mobile â 10 txtauction txt word start 81151 get 4t ctxt tc 150p mtmsg,1
ham,wish,0
ham,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao,0
ham,yes glad made,0
ham,well little time thing good time ahead,0
ham,got room soon â put clock back til 8 shouted everyone get realised 7 wahay another hour bed,0
ham,ok may free gym,0
ham,men like shorter lady gaze eye,0
ham,dunno jus say go lido time 930,0
ham,promise take good care princess run please send pic get chance ttyl,0
spam,u subscribed best mobile content service uk â 3 per 10 day send stop 82324 helpline 08706091795,1
ham,reason spoken year anyways great week best exam,0
ham,monday next week give full gist,0
spam,realize 40 year thousand old lady running around tattoo,1
